26,312,437,1,4,21,27,243,206,69,231,5933836,W
27,398,365,2,1,26,26,269,262,129,103,13174535,L
28,253,376,2,0,14,18,191,289,62,87,12163679,L
29,376,253,0,2,18,14,289,191,87,62,623116,W
30,300,335,2,3,18,18,188,207,112,128,2580976,W
31,236,289,1,1,16,20,133,243,103,46,6000000,W
32,284,332,3,0,16,17,246,171,38,161,40534737,L
11,231,387,0,0,13,24,182,210,49,177,18514868,L
12,406,365,0,2,23,15,331,295,75,70,26292758,W
13,291,203,0,3,19,16,168,139,123,64,2346146,W
18,305,367,3,2,18,19,253,188,52,179,24426979,L
22,365,406,2,0,15,23,295,331,70,75,10145125,L
24,203,291,3,0,16,19,139,168,64,123,49629530,L
26,367,305,2,3,19,18,188,253,179,52,5933836,W
29,387,231,0,0,24,13,210,182,177,49,1223116,W
2,422,309,0,2,28,17,323,208,99,101,0,W
9,429,413,1,1,25,27,291,326,138,87,19152701,L
12,413,429,1,1,27,25,326,291,87,138,13394076,W
13,302,377,3,3,14,20,197,279,105,98,3141000,L
16,227,389,2,1,16,20,166,218,61,171,0,L
20,377,302,3,3,20,14,279,197,98,105,594498,W
26,389,227,1,2,20,16,218,166,171,61,4162500,W
29,309,422,2,0,17,28,208,323,101,99,623116,L
2,493,367,0,2,30,24,392,268,101,99,0,W
12,367,493,2,0,24,30,268,392,99,101,19473256,L
20,431,368,0,2,26,22,374,314,57,54,25940914,W
26,368,431,2,0,22,26,314,374,54,57,4537500,L
2,344,546,1,2,17,37,240,442,104,104,0,L
20,546,344,2,1,37,17,442,240,104,104,0,W
